sample_id,modality,subject_id,session_id,split,source_file,window_index,window_start_ms,window_end_ms,duration_ms,label_class,label_id,label_scheme,valid,valid_ratio,mask,feature_path,feature_shape,feature_dtype,extractor_name,extractor_version,error
04_P37_20240109_18_57_15_26,video,P37,P37_20240109_1857_15,train,"[""Upper_body_video_04/04_P37_20240109_18_57_15_26.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P37_20240109_18_57_15_26.npz::valid_mask,video_features_v1/04_P37_20240109_18_57_15_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P37_20240109_18_58_38_31,video,P37,P37_20240109_1858_38,train,"[""Upper_body_video_04/04_P37_20240109_18_58_38_31.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P37_20240109_18_58_38_31.npz::valid_mask,video_features_v1/04_P37_20240109_18_58_38_31.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P38_20240110_14_29_00_24,video,P38,P38_20240110_1429_00,test,"[""Upper_body_video_04/04_P38_20240110_14_29_00_24.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P38_20240110_14_29_00_24.npz::valid_mask,video_features_v1/04_P38_20240110_14_29_00_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P38_20240110_14_30_16_27,video,P38,P38_20240110_1430_16,test,"[""Upper_body_video_04/04_P38_20240110_14_30_16_27.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P38_20240110_14_30_16_27.npz::valid_mask,video_features_v1/04_P38_20240110_14_30_16_27.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P38_20240110_14_31_42_25,video,P38,P38_20240110_1431_42,test,"[""Upper_body_video_04/04_P38_20240110_14_31_42_25.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P38_20240110_14_31_42_25.npz::valid_mask,video_features_v1/04_P38_20240110_14_31_42_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P39_20240110_15_40_57_27,video,P39,P39_20240110_1540_57,train,"[""Upper_body_video_04/04_P39_20240110_15_40_57_27.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,false,0.900000,video_features_v1/04_P39_20240110_15_40_57_27.npz::valid_mask,video_features_v1/04_P39_20240110_15_40_57_27.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,coverage_below_0.95
04_P39_20240110_15_42_19_27,video,P39,P39_20240110_1542_19,train,"[""Upper_body_video_04/04_P39_20240110_15_42_19_27.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,false,0.900000,video_features_v1/04_P39_20240110_15_42_19_27.npz::valid_mask,video_features_v1/04_P39_20240110_15_42_19_27.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,coverage_below_0.95
04_P39_20240110_15_43_57_40,video,P39,P39_20240110_1543_57,train,"[""Upper_body_video_04/04_P39_20240110_15_43_57_40.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P39_20240110_15_43_57_40.npz::valid_mask,video_features_v1/04_P39_20240110_15_43_57_40.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P40_20240110_17_06_34_30,video,P40,P40_20240110_1706_34,val,"[""Upper_body_video_04/04_P40_20240110_17_06_34_30.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P40_20240110_17_06_34_30.npz::valid_mask,video_features_v1/04_P40_20240110_17_06_34_30.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P40_20240110_17_07_54_35,video,P40,P40_20240110_1707_54,val,"[""Upper_body_video_04/04_P40_20240110_17_07_54_35.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P40_20240110_17_07_54_35.npz::valid_mask,video_features_v1/04_P40_20240110_17_07_54_35.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
04_P40_20240110_17_09_23_32,video,P40,P40_20240110_1709_23,val,"[""Upper_body_video_04/04_P40_20240110_17_09_23_32.mp4""]",0,0,10000,10000,Messaging,2,dcpt_video_6c_v1,true,1.000000,video_features_v1/04_P40_20240110_17_09_23_32.npz::valid_mask,video_features_v1/04_P40_20240110_17_09_23_32.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P01_20231111_10_29_01_16,video,P01,P01_20231111_1029_01,val,"[""Upper_body_video_05/05_P01_20231111_10_29_01_16.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P01_20231111_10_29_01_16.npz::valid_mask,video_features_v1/05_P01_20231111_10_29_01_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P01_20231111_10_30_55_13,video,P01,P01_20231111_1030_55,val,"[""Upper_body_video_05/05_P01_20231111_10_30_55_13.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P01_20231111_10_30_55_13.npz::valid_mask,video_features_v1/05_P01_20231111_10_30_55_13.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P02_20231114_14_43_37_14,video,P02,P02_20231114_1443_37,train,"[""Upper_body_video_05/05_P02_20231114_14_43_37_14.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P02_20231114_14_43_37_14.npz::valid_mask,video_features_v1/05_P02_20231114_14_43_37_14.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P02_20231114_14_45_54_17,video,P02,P02_20231114_1445_54,train,"[""Upper_body_video_05/05_P02_20231114_14_45_54_17.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P02_20231114_14_45_54_17.npz::valid_mask,video_features_v1/05_P02_20231114_14_45_54_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P02_20231114_14_47_20_14,video,P02,P02_20231114_1447_20,train,"[""Upper_body_video_05/05_P02_20231114_14_47_20_14.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P02_20231114_14_47_20_14.npz::valid_mask,video_features_v1/05_P02_20231114_14_47_20_14.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P03_20231114_16_29_15_19,video,P03,P03_20231114_1629_15,val,"[""Upper_body_video_05/05_P03_20231114_16_29_15_19.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P03_20231114_16_29_15_19.npz::valid_mask,video_features_v1/05_P03_20231114_16_29_15_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P03_20231114_16_30_14_13,video,P03,P03_20231114_1630_14,val,"[""Upper_body_video_05/05_P03_20231114_16_30_14_13.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P03_20231114_16_30_14_13.npz::valid_mask,video_features_v1/05_P03_20231114_16_30_14_13.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P03_20231114_16_32_01_13,video,P03,P03_20231114_1632_01,val,"[""Upper_body_video_05/05_P03_20231114_16_32_01_13.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P03_20231114_16_32_01_13.npz::valid_mask,video_features_v1/05_P03_20231114_16_32_01_13.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P04_20231115_19_19_09_22,video,P04,P04_20231115_1919_09,val,"[""Upper_body_video_05/05_P04_20231115_19_19_09_22.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P04_20231115_19_19_09_22.npz::valid_mask,video_features_v1/05_P04_20231115_19_19_09_22.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P04_20231115_19_22_20_25,video,P04,P04_20231115_1922_20,val,"[""Upper_body_video_05/05_P04_20231115_19_22_20_25.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P04_20231115_19_22_20_25.npz::valid_mask,video_features_v1/05_P04_20231115_19_22_20_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P04_20231115_19_24_07_33,video,P04,P04_20231115_1924_07,val,"[""Upper_body_video_05/05_P04_20231115_19_24_07_33.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P04_20231115_19_24_07_33.npz::valid_mask,video_features_v1/05_P04_20231115_19_24_07_33.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P05_20231116_11_06_33_17,video,P05,P05_20231116_1106_33,train,"[""Upper_body_video_05/05_P05_20231116_11_06_33_17.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P05_20231116_11_06_33_17.npz::valid_mask,video_features_v1/05_P05_20231116_11_06_33_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P05_20231116_11_08_31_13,video,P05,P05_20231116_1108_31,train,"[""Upper_body_video_05/05_P05_20231116_11_08_31_13.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P05_20231116_11_08_31_13.npz::valid_mask,video_features_v1/05_P05_20231116_11_08_31_13.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P05_20231116_11_10_31_17,video,P05,P05_20231116_1110_31,train,"[""Upper_body_video_05/05_P05_20231116_11_10_31_17.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P05_20231116_11_10_31_17.npz::valid_mask,video_features_v1/05_P05_20231116_11_10_31_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P06_20231116_14_43_29_19,video,P06,P06_20231116_1443_29,train,"[""Upper_body_video_05/05_P06_20231116_14_43_29_19.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P06_20231116_14_43_29_19.npz::valid_mask,video_features_v1/05_P06_20231116_14_43_29_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P06_20231116_14_45_11_16,video,P06,P06_20231116_1445_11,train,"[""Upper_body_video_05/05_P06_20231116_14_45_11_16.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P06_20231116_14_45_11_16.npz::valid_mask,video_features_v1/05_P06_20231116_14_45_11_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P06_20231116_14_46_53_17,video,P06,P06_20231116_1446_53,train,"[""Upper_body_video_05/05_P06_20231116_14_46_53_17.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P06_20231116_14_46_53_17.npz::valid_mask,video_features_v1/05_P06_20231116_14_46_53_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P07_20231116_16_57_40_18,video,P07,P07_20231116_1657_40,test,"[""Upper_body_video_05/05_P07_20231116_16_57_40_18.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P07_20231116_16_57_40_18.npz::valid_mask,video_features_v1/05_P07_20231116_16_57_40_18.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P07_20231116_16_58_51_21,video,P07,P07_20231116_1658_51,test,"[""Upper_body_video_05/05_P07_20231116_16_58_51_21.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P07_20231116_16_58_51_21.npz::valid_mask,video_features_v1/05_P07_20231116_16_58_51_21.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P07_20231116_17_00_48_15,video,P07,P07_20231116_1700_48,test,"[""Upper_body_video_05/05_P07_20231116_17_00_48_15.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P07_20231116_17_00_48_15.npz::valid_mask,video_features_v1/05_P07_20231116_17_00_48_15.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P08_20231116_19_09_57_33,video,P08,P08_20231116_1909_57,test,"[""Upper_body_video_05/05_P08_20231116_19_09_57_33.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P08_20231116_19_09_57_33.npz::valid_mask,video_features_v1/05_P08_20231116_19_09_57_33.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P08_20231116_19_12_26_16,video,P08,P08_20231116_1912_26,test,"[""Upper_body_video_05/05_P08_20231116_19_12_26_16.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P08_20231116_19_12_26_16.npz::valid_mask,video_features_v1/05_P08_20231116_19_12_26_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P08_20231116_19_15_53_22,video,P08,P08_20231116_1915_53,test,"[""Upper_body_video_05/05_P08_20231116_19_15_53_22.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P08_20231116_19_15_53_22.npz::valid_mask,video_features_v1/05_P08_20231116_19_15_53_22.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P09_20231117_09_58_56_16,video,P09,P09_20231117_0958_56,train,"[""Upper_body_video_05/05_P09_20231117_09_58_56_16.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P09_20231117_09_58_56_16.npz::valid_mask,video_features_v1/05_P09_20231117_09_58_56_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P09_20231117_10_00_07_21,video,P09,P09_20231117_1000_07,train,"[""Upper_body_video_05/05_P09_20231117_10_00_07_21.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P09_20231117_10_00_07_21.npz::valid_mask,video_features_v1/05_P09_20231117_10_00_07_21.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P09_20231117_10_01_12_16,video,P09,P09_20231117_1001_12,train,"[""Upper_body_video_05/05_P09_20231117_10_01_12_16.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P09_20231117_10_01_12_16.npz::valid_mask,video_features_v1/05_P09_20231117_10_01_12_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P10_20231123_16_33_00_28,video,P10,P10_20231123_1633_00,val,"[""Upper_body_video_05/05_P10_20231123_16_33_00_28.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P10_20231123_16_33_00_28.npz::valid_mask,video_features_v1/05_P10_20231123_16_33_00_28.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P10_20231123_16_35_25_31,video,P10,P10_20231123_1635_25,val,"[""Upper_body_video_05/05_P10_20231123_16_35_25_31.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P10_20231123_16_35_25_31.npz::valid_mask,video_features_v1/05_P10_20231123_16_35_25_31.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P10_20231123_16_37_48_33,video,P10,P10_20231123_1637_48,val,"[""Upper_body_video_05/05_P10_20231123_16_37_48_33.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P10_20231123_16_37_48_33.npz::valid_mask,video_features_v1/05_P10_20231123_16_37_48_33.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P11_20231124_14_39_48_20,video,P11,P11_20231124_1439_48,train,"[""Upper_body_video_05/05_P11_20231124_14_39_48_20.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P11_20231124_14_39_48_20.npz::valid_mask,video_features_v1/05_P11_20231124_14_39_48_20.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P11_20231124_14_41_28_16,video,P11,P11_20231124_1441_28,train,"[""Upper_body_video_05/05_P11_20231124_14_41_28_16.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P11_20231124_14_41_28_16.npz::valid_mask,video_features_v1/05_P11_20231124_14_41_28_16.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P11_20231124_14_43_01_18,video,P11,P11_20231124_1443_01,train,"[""Upper_body_video_05/05_P11_20231124_14_43_01_18.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P11_20231124_14_43_01_18.npz::valid_mask,video_features_v1/05_P11_20231124_14_43_01_18.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P12_20231125_14_35_12_13,video,P12,P12_20231125_1435_12,train,"[""Upper_body_video_05/05_P12_20231125_14_35_12_13.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P12_20231125_14_35_12_13.npz::valid_mask,video_features_v1/05_P12_20231125_14_35_12_13.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P12_20231125_14_36_54_14,video,P12,P12_20231125_1436_54,train,"[""Upper_body_video_05/05_P12_20231125_14_36_54_14.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P12_20231125_14_36_54_14.npz::valid_mask,video_features_v1/05_P12_20231125_14_36_54_14.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P12_20231125_14_38_50_17,video,P12,P12_20231125_1438_50,train,"[""Upper_body_video_05/05_P12_20231125_14_38_50_17.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P12_20231125_14_38_50_17.npz::valid_mask,video_features_v1/05_P12_20231125_14_38_50_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P13_20231125_16_26_14_25,video,P13,P13_20231125_1626_14,train,"[""Upper_body_video_05/05_P13_20231125_16_26_14_25.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P13_20231125_16_26_14_25.npz::valid_mask,video_features_v1/05_P13_20231125_16_26_14_25.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P13_20231125_16_28_15_23,video,P13,P13_20231125_1628_15,train,"[""Upper_body_video_05/05_P13_20231125_16_28_15_23.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P13_20231125_16_28_15_23.npz::valid_mask,video_features_v1/05_P13_20231125_16_28_15_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P14_20231128_14_52_25_23,video,P14,P14_20231128_1452_25,train,"[""Upper_body_video_05/05_P14_20231128_14_52_25_23.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P14_20231128_14_52_25_23.npz::valid_mask,video_features_v1/05_P14_20231128_14_52_25_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P14_20231128_14_54_49_23,video,P14,P14_20231128_1454_49,train,"[""Upper_body_video_05/05_P14_20231128_14_54_49_23.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P14_20231128_14_54_49_23.npz::valid_mask,video_features_v1/05_P14_20231128_14_54_49_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P14_20231128_14_56_12_23,video,P14,P14_20231128_1456_12,train,"[""Upper_body_video_05/05_P14_20231128_14_56_12_23.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P14_20231128_14_56_12_23.npz::valid_mask,video_features_v1/05_P14_20231128_14_56_12_23.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P15_20231128_16_37_59_24,video,P15,P15_20231128_1637_59,test,"[""Upper_body_video_05/05_P15_20231128_16_37_59_24.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P15_20231128_16_37_59_24.npz::valid_mask,video_features_v1/05_P15_20231128_16_37_59_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P15_20231128_16_39_05_21,video,P15,P15_20231128_1639_05,test,"[""Upper_body_video_05/05_P15_20231128_16_39_05_21.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P15_20231128_16_39_05_21.npz::valid_mask,video_features_v1/05_P15_20231128_16_39_05_21.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P15_20231128_16_40_41_29,video,P15,P15_20231128_1640_41,test,"[""Upper_body_video_05/05_P15_20231128_16_40_41_29.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P15_20231128_16_40_41_29.npz::valid_mask,video_features_v1/05_P15_20231128_16_40_41_29.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P16_20231130_13_29_37_33,video,P16,P16_20231130_1329_37,train,"[""Upper_body_video_05/05_P16_20231130_13_29_37_33.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P16_20231130_13_29_37_33.npz::valid_mask,video_features_v1/05_P16_20231130_13_29_37_33.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P16_20231130_13_31_06_29,video,P16,P16_20231130_1331_06,train,"[""Upper_body_video_05/05_P16_20231130_13_31_06_29.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P16_20231130_13_31_06_29.npz::valid_mask,video_features_v1/05_P16_20231130_13_31_06_29.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P16_20231130_13_34_33_33,video,P16,P16_20231130_1334_33,train,"[""Upper_body_video_05/05_P16_20231130_13_34_33_33.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P16_20231130_13_34_33_33.npz::valid_mask,video_features_v1/05_P16_20231130_13_34_33_33.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P17_20231130_14_48_07_26,video,P17,P17_20231130_1448_07,train,"[""Upper_body_video_05/05_P17_20231130_14_48_07_26.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P17_20231130_14_48_07_26.npz::valid_mask,video_features_v1/05_P17_20231130_14_48_07_26.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P17_20231130_14_50_13_30,video,P17,P17_20231130_1450_13,train,"[""Upper_body_video_05/05_P17_20231130_14_50_13_30.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P17_20231130_14_50_13_30.npz::valid_mask,video_features_v1/05_P17_20231130_14_50_13_30.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P17_20231130_14_51_42_24,video,P17,P17_20231130_1451_42,train,"[""Upper_body_video_05/05_P17_20231130_14_51_42_24.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P17_20231130_14_51_42_24.npz::valid_mask,video_features_v1/05_P17_20231130_14_51_42_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P18_20231130_19_14_12_19,video,P18,P18_20231130_1914_12,train,"[""Upper_body_video_05/05_P18_20231130_19_14_12_19.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P18_20231130_19_14_12_19.npz::valid_mask,video_features_v1/05_P18_20231130_19_14_12_19.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P18_20231130_19_15_26_24,video,P18,P18_20231130_1915_26,train,"[""Upper_body_video_05/05_P18_20231130_19_15_26_24.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P18_20231130_19_15_26_24.npz::valid_mask,video_features_v1/05_P18_20231130_19_15_26_24.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P18_20231130_19_18_59_18,video,P18,P18_20231130_1918_59,train,"[""Upper_body_video_05/05_P18_20231130_19_18_59_18.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P18_20231130_19_18_59_18.npz::valid_mask,video_features_v1/05_P18_20231130_19_18_59_18.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P19_20231201_11_56_56_35,video,P19,P19_20231201_1156_56,train,"[""Upper_body_video_05/05_P19_20231201_11_56_56_35.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P19_20231201_11_56_56_35.npz::valid_mask,video_features_v1/05_P19_20231201_11_56_56_35.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P19_20231201_12_00_03_31,video,P19,P19_20231201_1200_03,train,"[""Upper_body_video_05/05_P19_20231201_12_00_03_31.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P19_20231201_12_00_03_31.npz::valid_mask,video_features_v1/05_P19_20231201_12_00_03_31.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P19_20231201_12_02_01_34,video,P19,P19_20231201_1202_01,train,"[""Upper_body_video_05/05_P19_20231201_12_02_01_34.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P19_20231201_12_02_01_34.npz::valid_mask,video_features_v1/05_P19_20231201_12_02_01_34.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
05_P20_20231201_16_18_05_17,video,P20,P20_20231201_1618_05,val,"[""Upper_body_video_05/05_P20_20231201_16_18_05_17.mp4""]",0,0,10000,10000,Phone call,3,dcpt_video_6c_v1,true,1.000000,video_features_v1/05_P20_20231201_16_18_05_17.npz::valid_mask,video_features_v1/05_P20_20231201_16_18_05_17.npz,"[10, 512]",float32,torchvision_r3d_18,0.24.1_kinetics400_v1,
